Judul,Nama Penulis,Pembimbing I,Pembimbing II,Abstrak,Prodi,Label,abstrak_tokens
SEGMENTASI OPTIC DISC PADA CITRA FUNDUS BERBASIS MORPHOLOGICAL MATHEMATIC,Ruslan Wahyudi,"Arif Muntasa, S.Si., M.T.","Indah Agustien S., S.Kom., M.Kom.",mata alat indera ada vital hidup manusia fungsi utama alat mata organ hubung langsung positif kena sakit diabetic retinophaty glaucoma deteksi sakit informasi salah satu buluh darah segmentasi optic disc buluh darah retina alami kelai tugas segmentasi data image retina database citra inpire segmentasi operasi morfologi hasil citra optic disc pisah obyek langkah segmentasi fundus mata langkah proses preprocessing tuju langkah optimal citra retina proses segmentasi tahap liput proses potong resized citra halus kontur citra metode gaussian filter baik kontras unsharp mask filtering langkah proses segmentasi optic disc liput otsu thresholding eliminasi cluster tentu kandidat optic disc operasi morfologi proses citra segmentasi hitung tingkat benar akurasi hasil segmentasi banding citra groundtruth nya uji database inpire citra hasil akurasi uji teliti liput parameter sensitivity specificity accuracy kunci unsharp mask filtering otsu thresholding dilation and erosion morphology, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['mata', 'alat', 'indera', 'ada', 'vital', 'hidup', 'manusia', 'fungsi', 'utama', 'alat', 'mata', 'organ', 'hubung', 'langsung', 'positif', 'kena', 'sakit', 'diabetic', 'retinophaty', 'glaucoma', 'deteksi', 'sakit', 'informasi', 'salah', 'satu', 'buluh', 'darah', 'segmentasi', 'optic', 'disc', 'buluh', 'darah', 'retina', 'alami', 'kelai', 'tugas', 'segmentasi', 'data', 'image', 'retina', 'database', 'citra', 'inpire', 'segmentasi', 'operasi', 'morfologi', 'hasil', 'citra', 'optic', 'disc', 'pisah', 'obyek', 'langkah', 'segmentasi', 'fundus', 'mata', 'langkah', 'proses', 'preprocessing', 'tuju', 'langkah', 'optimal', 'citra', 'retina', 'proses', 'segmentasi', 'tahap', 'liput', 'proses', 'potong', 'resized', 'citra', 'halus', 'kontur', 'citra', 'metode', 'gaussian', 'filter', 'baik', 'kontras', 'unsharp', 'mask', 'filtering', 'langkah', 'proses', 'segmentasi', 'optic', 'disc', 'liput', 'otsu', 'thresholding', 'eliminasi', 'cluster', 'tentu', 'kandidat', 'optic', 'disc', 'operasi', 'morfologi', 'proses', 'citra', 'segmentasi', 'hitung', 'tingkat', 'benar', 'akurasi', 'hasil', 'segmentasi', 'banding', 'citra', 'groundtruth', 'nya', 'uji', 'database', 'inpire', 'citra', 'hasil', 'akurasi', 'uji', 'teliti', 'liput', 'parameter', 'sensitivity', 'specificity', 'accuracy', 'kunci', 'unsharp', 'mask', 'filtering', 'otsu', 'thresholding', 'dilation', 'and', 'erosion', 'morphology']"
PERBANDINGAN SEGMENTASI OPTIC DISC PADA CITRA FUNDUS MATA MENGGUNAKAN METODE OTSU DENGAN METODE MAKSIMUM ENTROPY TRESHOLDING,Miftahol Arifin,"Dr. Arif Muntasa, S.Si., M.T.","Dr. Indah Agustien S., S.Kom, M.Kom.",sakit mata diabetes kenal istilah diabetic retinopathy dr salah sakit komplikasi hasil sakit diabetes rusa retina mata optic disk od daerah mata syaraf mata pasuk retina pusat temu syaraf mata od salah fitur mata mudah amat letak od referensi tentu letak fitur fitur citra fundus od intensitas exudate gejala dr citra fundus bercak mata teliti awal preprosessing hilang buluh darah citra blood vessel dapat citra bersih blood vesselnya proses tentu letak sementasi od metode otsu tresholding maksimum entropy tresholding hasil teliti hasil akurasi sensifitas spesifitas tinggi proses segmentasi otsu tresholding akurasi sensifitas spesifitas maksimum entropy tresholding akurasi sensifitas spesifitas kunci segmentasi optic disk otsutresholding maksimum entropy tresholding ground truth databaseinspire median filtering clahe morfologi opening closing, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['sakit', 'mata', 'diabetes', 'kenal', 'istilah', 'diabetic', 'retinopathy', 'dr', 'salah', 'sakit', 'komplikasi', 'hasil', 'sakit', 'diabetes', 'rusa', 'retina', 'mata', 'optic', 'disk', 'od', 'daerah', 'mata', 'syaraf', 'mata', 'pasuk', 'retina', 'pusat', 'temu', 'syaraf', 'mata', 'od', 'salah', 'fitur', 'mata', 'mudah', 'amat', 'letak', 'od', 'referensi', 'tentu', 'letak', 'fitur', 'fitur', 'citra', 'fundus', 'od', 'intensitas', 'exudate', 'gejala', 'dr', 'citra', 'fundus', 'bercak', 'mata', 'teliti', 'awal', 'preprosessing', 'hilang', 'buluh', 'darah', 'citra', 'blood', 'vessel', 'dapat', 'citra', 'bersih', 'blood', 'vesselnya', 'proses', 'tentu', 'letak', 'sementasi', 'od', 'metode', 'otsu', 'tresholding', 'maksimum', 'entropy', 'tresholding', 'hasil', 'teliti', 'hasil', 'akurasi', 'sensifitas', 'spesifitas', 'tinggi', 'proses', 'segmentasi', 'otsu', 'tresholding', 'akurasi', 'sensifitas', 'spesifitas', 'maksimum', 'entropy', 'tresholding', 'akurasi', 'sensifitas', 'spesifitas', 'kunci', 'segmentasi', 'optic', 'disk', 'otsutresholding', 'maksimum', 'entropy', 'tresholding', 'ground', 'truth', 'databaseinspire', 'median', 'filtering', 'clahe', 'morfologi', 'opening', 'closing']"
PENGENALAN ALFABET SIBI MENGGUNAKAN KAMERA DEPTH,DIAN RUSYDI HADIWINEKA,"CUCUN VERY ANGKOSO, S.T., M.T.","MUHAMMAD FUAD, S.Kom., M.T.",hidup hari masyarakat interaksi bahasa verbal sandang disabilitas komunikasi verbal bahasa isyarat sulit erti khalayak komunikasi translator translator milik kurang privasi efisien atas butuh sistem kenal isyarat teliti kamera depth microsoft kinect megkap citra isyarat guna kamera depth hasil citra d megkap obyek cahaya gelap citra d proses segmentasi citra dasar jarak hilang latarbelakang obyek tangkap tangan proses biner otsu thresholding cropping citra ambil obyek me resize citra mudah cepat proses proses kenal metode euclidean distance dasar nilai jarak kecil citra citra masuk citra template uji template hasil akurasi uji sistem real time hasil akurasi metode euclidean distance hasil uji sistem real time gantung lingkung uji coba postur tangan guna sesuai atur sibi template metode cari nilai beda kecil, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['hidup', 'hari', 'masyarakat', 'interaksi', 'bahasa', 'verbal', 'sandang', 'disabilitas', 'komunikasi', 'verbal', 'bahasa', 'isyarat', 'sulit', 'erti', 'khalayak', 'komunikasi', 'translator', 'translator', 'milik', 'kurang', 'privasi', 'efisien', 'atas', 'butuh', 'sistem', 'kenal', 'isyarat', 'teliti', 'kamera', 'depth', 'microsoft', 'kinect', 'megkap', 'citra', 'isyarat', 'guna', 'kamera', 'depth', 'hasil', 'citra', 'd', 'megkap', 'obyek', 'cahaya', 'gelap', 'citra', 'd', 'proses', 'segmentasi', 'citra', 'dasar', 'jarak', 'hilang', 'latarbelakang', 'obyek', 'tangkap', 'tangan', 'proses', 'biner', 'otsu', 'thresholding', 'cropping', 'citra', 'ambil', 'obyek', 'me', 'resize', 'citra', 'mudah', 'cepat', 'proses', 'proses', 'kenal', 'metode', 'euclidean', 'distance', 'dasar', 'nilai', 'jarak', 'kecil', 'citra', 'citra', 'masuk', 'citra', 'template', 'uji', 'template', 'hasil', 'akurasi', 'uji', 'sistem', 'real', 'time', 'hasil', 'akurasi', 'metode', 'euclidean', 'distance', 'hasil', 'uji', 'sistem', 'real', 'time', 'gantung', 'lingkung', 'uji', 'coba', 'postur', 'tangan', 'guna', 'sesuai', 'atur', 'sibi', 'template', 'metode', 'cari', 'nilai', 'beda', 'kecil']"
SISTEM INFORMASI BEASISWA DENGAN INTEGRASI METODE FUZZY ANALYTICAL HIERARCHY PROCESS (FAHP) DAN METODE ELECTRE(STUDI KASUS : UNIVERSITAS TRUNOJOYO MADURA),M. ALHAN ASRORI NUGRAHA,"BAIN KHUSNUL KHOTIMAH, S.T., M.KOM","RIKA YUNITARINI, S.T., M.T",universitas trunojoyo madura program beasiswa program beasiswa untuk mahasiswa jenis beasiswa ppa tingkat prestasi akademik bbm bantu ajar mahasiswa bidang ilmu informatika solusi terap proses seleksi beasiswa salah satu sistem informasi dalam sistem dukung putus sistem informasi media sampai informasi olah data fungsi sistem dukung putus proses seleksi beasiswa sistem dukung putus sistem informasi konsep fuzzy terap metode analytical hierarchy process ahp fahp fahp sistem informasi dekat synthetic extent analysis fahp hitung bobot kriteria dasar syarat tentu keluar universitas trunojoyo madura sistem informasi electre rangking alternatif baik bobot fahp electre ambil putus alternatif baik terima beasiswa fahp electre sistem bobot kriteria rangking alternatif terima beasiswa uji coba data alternatif calon terima beasiswa dapat akurasi sistem beasiswa ppa beasiswa bbm rata akurasi capai kunci sistem informasi beasiswa fuzzy analytical hierarchy process synthetic extent analysis electre, Jurusan Teknik Informatika,RPL,"['universitas', 'trunojoyo', 'madura', 'program', 'beasiswa', 'program', 'beasiswa', 'untuk', 'mahasiswa', 'jenis', 'beasiswa', 'ppa', 'tingkat', 'prestasi', 'akademik', 'bbm', 'bantu', 'ajar', 'mahasiswa', 'bidang', 'ilmu', 'informatika', 'solusi', 'terap', 'proses', 'seleksi', 'beasiswa', 'salah', 'satu', 'sistem', 'informasi', 'dalam', 'sistem', 'dukung', 'putus', 'sistem', 'informasi', 'media', 'sampai', 'informasi', 'olah', 'data', 'fungsi', 'sistem', 'dukung', 'putus', 'proses', 'seleksi', 'beasiswa', 'sistem', 'dukung', 'putus', 'sistem', 'informasi', 'konsep', 'fuzzy', 'terap', 'metode', 'analytical', 'hierarchy', 'process', 'ahp', 'fahp', 'fahp', 'sistem', 'informasi', 'dekat', 'synthetic', 'extent', 'analysis', 'fahp', 'hitung', 'bobot', 'kriteria', 'dasar', 'syarat', 'tentu', 'keluar', 'universitas', 'trunojoyo', 'madura', 'sistem', 'informasi', 'electre', 'rangking', 'alternatif', 'baik', 'bobot', 'fahp', 'electre', 'ambil', 'putus', 'alternatif', 'baik', 'terima', 'beasiswa', 'fahp', 'electre', 'sistem', 'bobot', 'kriteria', 'rangking', 'alternatif', 'terima', 'beasiswa', 'uji', 'coba', 'data', 'alternatif', 'calon', 'terima', 'beasiswa', 'dapat', 'akurasi', 'sistem', 'beasiswa', 'ppa', 'beasiswa', 'bbm', 'rata', 'akurasi', 'capai', 'kunci', 'sistem', 'informasi', 'beasiswa', 'fuzzy', 'analytical', 'hierarchy', 'process', 'synthetic', 'extent', 'analysis', 'electre']"
RANCANG BANGUN GAME EDUKASI BELAJAR ANGKA dan HURUF HIJAIYAH BERBASIS WEB dengan UNITY,ERI ALBAR FIRDAUS,"Arik Kurniawati, S.Kom., M.T","Ari Kusumaningsih, S.T., M.T.",dunia didik masuk dalam dunia teknologi informasi giat positif bantu laksana giat ajar ajar lingkung didik kecuali dunia didik agama agama islam aplikasi aplikasi al quran digital jadwal shalat pasang komputer laptop aplikasi kategori gameedukasi sedia kembang media teknologi proyek angkat judul aplikasi pembelajran angka huruf hijaiyah bas unity d aplikasi game d unityengine bas web game edukasi genre shooter mana main arah dengar lafadz tembak angka huruf hijaiyah sesuai baca main game player kenal angka huruf hijaiyah serta lafadznya jadi media ajar dasar islami anak anak hasil amat hasil uji game anak anak alam agam game simpul genre shootergame edukasi seg milik potensi game edukasi tarik minat anak anak ajar, Jurusan Teknik Informatika,RPL,"['dunia', 'didik', 'masuk', 'dalam', 'dunia', 'teknologi', 'informasi', 'giat', 'positif', 'bantu', 'laksana', 'giat', 'ajar', 'ajar', 'lingkung', 'didik', 'kecuali', 'dunia', 'didik', 'agama', 'agama', 'islam', 'aplikasi', 'aplikasi', 'al', 'quran', 'digital', 'jadwal', 'shalat', 'pasang', 'komputer', 'laptop', 'aplikasi', 'kategori', 'gameedukasi', 'sedia', 'kembang', 'media', 'teknologi', 'proyek', 'angkat', 'judul', 'aplikasi', 'pembelajran', 'angka', 'huruf', 'hijaiyah', 'bas', 'unity', 'd', 'aplikasi', 'game', 'd', 'unityengine', 'bas', 'web', 'game', 'edukasi', 'genre', 'shooter', 'mana', 'main', 'arah', 'dengar', 'lafadz', 'tembak', 'angka', 'huruf', 'hijaiyah', 'sesuai', 'baca', 'main', 'game', 'player', 'kenal', 'angka', 'huruf', 'hijaiyah', 'serta', 'lafadznya', 'jadi', 'media', 'ajar', 'dasar', 'islami', 'anak', 'anak', 'hasil', 'amat', 'hasil', 'uji', 'game', 'anak', 'anak', 'alam', 'agam', 'game', 'simpul', 'genre', 'shootergame', 'edukasi', 'seg', 'milik', 'potensi', 'game', 'edukasi', 'tarik', 'minat', 'anak', 'anak', 'ajar']"
PERANCANGAN SISTEM INFORMASI GEOGRAFIS KESESUAIAN LAHAN SAWAH TAMBAK (STUDI KASUS : KECAMATAN DEKET, KABUPATEN LAMONGAN),FITRIANSYAH PERDANA PUTRA,"MULAAB, S.Si., M.Kom",rika yunitarini s t m t,"Sawah merupakan lahan usaha pertanian yang secara fisik berpermukaan rata, dibatasi oleh pematang, serta dapat ditanami padi, palawija atau tanaman budidaya lainnya. Tambak merupakan lahan yang dipergunakan sebagai tempat untuk kegiatan budidaya air, baik digunakan untuk tambak budidaya ikan dan udang ataupun digunakan untuk tambak garam. Sedangkan sawah tambak sendiri merupakan lahan pertanian yang juga bisa digunakan untuk keduanya. . Tersedianya data dan informasi  sumberdaya lahan yang lengkap sangat diperlukan untuk menunjang program pembangunan pertanian yang berkelanjutan. Dalam hal ini dibutuhkan suatu sistem untuk menemukan potensi dari lahan untuk  mencari kualitas pengguaan lahan yang cocok untuk penggunaan tertentu. Sistem yang dipakai adalah sistem kesesuaian lahan. Kesesuaian lahana adalah tingkat kecocokan sebidang lahan untuk penggunaan tertentu. Dalam sistem informasi yang terkait dalam kawasan lingkungan pertambakan ataupun persawahan dibutuhkan suatu Sistem Informasi Geografi (SIG). Dimana didalam sistem ini akan meimplementasikan kesesuaian lahan yang divisualisasikan berupa peta lahan pertanian sawah tambak serta peta pencarian lahan. Dengan adanya sistem ini dapat mempermudah bagi masyarakat umum dan dinas terkait untuk melihat potensi lahan yang akan dikelola berdasarkan atribut â atribut didalamnya.  Kata kunci : sawah tambak,  sistem informasi geografi, kesesuaian lahan,",RPL,"['rika', 'yunitarini', 's', 't', 'm', 't']"
RANCANG BANGUN PERMAINAN ULAR TANGGA BERBASIS AUGMENTED REALITY,AGUNG SATRIO UTOMO,"ARIK KURNIAWATI, S.Kom, M.T.","ARI KUSUMANINGSIH, S.T., M.T.",permai ular tangga tenar kalang anak zaman permai kemas modern petak ukur beda bidak tambah magnet ada hilang implementasi augmented reality permai ular tangga permai tarik interaktif augmented reality teknologi gabung benda maya dimensi dimensi lingkung nyata dimensi proyeksi benda benda maya nyata teliti teliti teknologi augmented reality terap dalam permai ular tangga harap teliti augmented reality alam main ular tangga seg puluh guna sistem putar permai ular tangga oleh hasil bagus bagus, Jurusan Teknik Informatika,RPL,"['permai', 'ular', 'tangga', 'tenar', 'kalang', 'anak', 'zaman', 'permai', 'kemas', 'modern', 'petak', 'ukur', 'beda', 'bidak', 'tambah', 'magnet', 'ada', 'hilang', 'implementasi', 'augmented', 'reality', 'permai', 'ular', 'tangga', 'permai', 'tarik', 'interaktif', 'augmented', 'reality', 'teknologi', 'gabung', 'benda', 'maya', 'dimensi', 'dimensi', 'lingkung', 'nyata', 'dimensi', 'proyeksi', 'benda', 'benda', 'maya', 'nyata', 'teliti', 'teliti', 'teknologi', 'augmented', 'reality', 'terap', 'dalam', 'permai', 'ular', 'tangga', 'harap', 'teliti', 'augmented', 'reality', 'alam', 'main', 'ular', 'tangga', 'seg', 'puluh', 'guna', 'sistem', 'putar', 'permai', 'ular', 'tangga', 'oleh', 'hasil', 'bagus', 'bagus']"
Pengelompokkan SMA/MA/SMK Di Kabupaten Bangkalan dalam Penggunaan Teknologi Informasi Menggunakan Metode K-Means,Elvandari Nur Aifah Agha,"Mula'ab, S.Si.,M.Kom","Rika Yunitarini, ST.,MT",lembaga didik jenjang sma ma smk strategis cetak generasi bangsa tinya saing atas isu globalisasi perhati perintah masyarakat perintah wajib arah bimbing lindung fasilitas lembaga didik fasilitas lembaga didik tunjang takluk isu globalisasi guna teknologi informasi ti tahu guna teknologi informasi didik tingkat sma ma smk kabupaten bangkal penuh teliti kelompok clustering metode data mining bagi data kelompok kelompok sesuai sama karakteristik guna ti sma ma smk kelompok dasar kriteria ti metode k means funngsi jarak manhattan distance cluster cluster baik hitung sum sequared of error sse cluster nilai sse kecil pilih jadi cluster baik kelompok uji coba dapat cluster baik kelompok cluster nilai sse kunci cluster k means manhattan distance sum sequared of error, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['lembaga', 'didik', 'jenjang', 'sma', 'ma', 'smk', 'strategis', 'cetak', 'generasi', 'bangsa', 'tinya', 'saing', 'atas', 'isu', 'globalisasi', 'perhati', 'perintah', 'masyarakat', 'perintah', 'wajib', 'arah', 'bimbing', 'lindung', 'fasilitas', 'lembaga', 'didik', 'fasilitas', 'lembaga', 'didik', 'tunjang', 'takluk', 'isu', 'globalisasi', 'guna', 'teknologi', 'informasi', 'ti', 'tahu', 'guna', 'teknologi', 'informasi', 'didik', 'tingkat', 'sma', 'ma', 'smk', 'kabupaten', 'bangkal', 'penuh', 'teliti', 'kelompok', 'clustering', 'metode', 'data', 'mining', 'bagi', 'data', 'kelompok', 'kelompok', 'sesuai', 'sama', 'karakteristik', 'guna', 'ti', 'sma', 'ma', 'smk', 'kelompok', 'dasar', 'kriteria', 'ti', 'metode', 'k', 'means', 'funngsi', 'jarak', 'manhattan', 'distance', 'cluster', 'cluster', 'baik', 'hitung', 'sum', 'sequared', 'of', 'error', 'sse', 'cluster', 'nilai', 'sse', 'kecil', 'pilih', 'jadi', 'cluster', 'baik', 'kelompok', 'uji', 'coba', 'dapat', 'cluster', 'baik', 'kelompok', 'cluster', 'nilai', 'sse', 'kunci', 'cluster', 'k', 'means', 'manhattan', 'distance', 'sum', 'sequared', 'of', 'error']"
RANCANG BANGUN PLAY WITH CAL SEBAGAI GAME EDUKASI BAHASA INGGRIS DAN MATEMATIKA PADA ANAK,Ahmad Mujiburahman,"Moch. Kautsar Sophan, S.Kom., M.MT.","Arik Kurniawati, S.Kom, M.T",era teknologi modern game dar main media ajar game kembang otak tingkat konsentrasi latih pecah cepat game konflik tuntut selesai cepat teliti tugas game saji ajar bahasa inggris matematika sengaja kemas bentuk permai tingkat minat ajar anak sasar guna game anak kelas ii iii sekolah dasar game milik pilih permai edukasi bahasa inggris edukasi matematika edukasi bahasa inggris tuju lengkap edukasi matematika tuju lengkap operasi aritmatika sederhana game tampil gameplay tarik anak anak tarik mudah ajar bahasa inggris matematika, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['era', 'teknologi', 'modern', 'game', 'dar', 'main', 'media', 'ajar', 'game', 'kembang', 'otak', 'tingkat', 'konsentrasi', 'latih', 'pecah', 'cepat', 'game', 'konflik', 'tuntut', 'selesai', 'cepat', 'teliti', 'tugas', 'game', 'saji', 'ajar', 'bahasa', 'inggris', 'matematika', 'sengaja', 'kemas', 'bentuk', 'permai', 'tingkat', 'minat', 'ajar', 'anak', 'sasar', 'guna', 'game', 'anak', 'kelas', 'ii', 'iii', 'sekolah', 'dasar', 'game', 'milik', 'pilih', 'permai', 'edukasi', 'bahasa', 'inggris', 'edukasi', 'matematika', 'edukasi', 'bahasa', 'inggris', 'tuju', 'lengkap', 'edukasi', 'matematika', 'tuju', 'lengkap', 'operasi', 'aritmatika', 'sederhana', 'game', 'tampil', 'gameplay', 'tarik', 'anak', 'anak', 'tarik', 'mudah', 'ajar', 'bahasa', 'inggris', 'matematika']"
SISTEM INFORMASI EVALUASI PENILAIAN LAYANAN PROGRAM STUDI (Studi Kasus: Teknik Informatika Universitas Trunojoyo Madura) ,Aditya Wahyu Pratama,"Achmad Jauhari, ST., M.Kom.","Rika Yunitarini, ST., MT.",tingkat mutu akademik non akademik mahasiswa teknik informatika universitas trunojoyo madura utm evaluasi nilai laya program studi liput aspek kembang bakat minat bimbing konseling bina soft skill nilai lembar kertas rentan duplikasi data resiko alami rusa hilang awas data masuk hitung capai ribu data semester data tim jam mutu harus evaluasi cepat teliti tempat key performance indicator nilai banding nilai aspek laya hitung metode cumulative voting nilai angka puas mahasiswa nilai hitung metode smarter perhati kriteria nilai bobot aspek jenis laya program studi teknik informatika utm dasar hasil ujicoba terap sistem nilai mudah nilai hasil laya presentase masuk dalam kategori muas kunci sistem informasi si laya prodi smarter teknik informatika utm cumulative voting key performance indicator kpi, Jurusan Teknik Informatika,RPL,"['tingkat', 'mutu', 'akademik', 'non', 'akademik', 'mahasiswa', 'teknik', 'informatika', 'universitas', 'trunojoyo', 'madura', 'utm', 'evaluasi', 'nilai', 'laya', 'program', 'studi', 'liput', 'aspek', 'kembang', 'bakat', 'minat', 'bimbing', 'konseling', 'bina', 'soft', 'skill', 'nilai', 'lembar', 'kertas', 'rentan', 'duplikasi', 'data', 'resiko', 'alami', 'rusa', 'hilang', 'awas', 'data', 'masuk', 'hitung', 'capai', 'ribu', 'data', 'semester', 'data', 'tim', 'jam', 'mutu', 'harus', 'evaluasi', 'cepat', 'teliti', 'tempat', 'key', 'performance', 'indicator', 'nilai', 'banding', 'nilai', 'aspek', 'laya', 'hitung', 'metode', 'cumulative', 'voting', 'nilai', 'angka', 'puas', 'mahasiswa', 'nilai', 'hitung', 'metode', 'smarter', 'perhati', 'kriteria', 'nilai', 'bobot', 'aspek', 'jenis', 'laya', 'program', 'studi', 'teknik', 'informatika', 'utm', 'dasar', 'hasil', 'ujicoba', 'terap', 'sistem', 'nilai', 'mudah', 'nilai', 'hasil', 'laya', 'presentase', 'masuk', 'dalam', 'kategori', 'muas', 'kunci', 'sistem', 'informasi', 'si', 'laya', 'prodi', 'smarter', 'teknik', 'informatika', 'utm', 'cumulative', 'voting', 'key', 'performance', 'indicator', 'kpi']"
